date_time,ret,trgt,bin,side
2020-03-19 09:30:00,-0.02,0.01,0,-1.0
2020-03-19 10:00:00,-0.012273474805868156,0.01,1,-1.0
2020-03-19 10:05:00,-0.02,0.01,0,-1.0
2020-03-19 12:15:00,-0.02,0.01,0,-1.0
2020-03-19 16:25:00,-0.02,0.01,1,-1.0
2020-03-19 16:30:00,-0.02,0.01,1,-1.0
2020-03-19 22:55:00,-0.019219924528468213,0.01,1,-1.0
2020-03-20 08:05:00,-0.02,0.01,0,-1.0
2020-03-20 08:10:00,-0.02,0.01,0,-1.0
2020-03-20 08:15:00,-0.02,0.01,1,-1.0
2020-03-20 08:20:00,-0.02,0.01,0,-1.0
2020-03-20 13:25:00,-0.02,0.01,1,1.0
2020-03-20 16:30:00,-0.02,0.01,1,1.0
2020-03-20 20:25:00,-0.02,0.01,1,1.0
2020-03-20 20:30:00,-0.02,0.01,1,1.0
2020-03-20 20:35:00,-0.02,0.01,1,1.0
2020-03-21 09:45:00,-0.009387695132923039,0.01,1,1.0
2020-03-21 20:40:00,0.0067810382601689555,0.01,1,-1.0
2020-03-21 21:00:00,0.02463281222253921,0.01,1,-1.0
2020-03-21 21:25:00,0.040505651341816495,0.01,1,-1.0
2020-03-22 12:00:00,0.052698795243093954,0.01,1,1.0
2020-03-22 12:10:00,0.063227313578325,0.01,1,1.0
2020-03-22 12:15:00,0.07835031702796069,0.01,1,1.0
2020-03-22 12:20:00,0.08912293527590642,0.01,1,1.0
2020-03-22 18:40:00,0.0627918878320366,0.01,0,1.0
2020-03-23 09:05:00,0.08444408348814547,0.01,1,1.0
2020-03-23 09:40:00,0.10853157631461774,0.01,1,1.0
2020-03-23 12:15:00,0.07486204458540857,0.01,0,-1.0
2020-03-23 12:20:00,0.04790871637657779,0.01,0,-1.0
2020-03-23 12:25:00,0.015337070402028918,0.01,0,-1.0
2020-03-23 12:30:00,-0.01059601602347493,0.01,0,-1.0
2020-03-23 21:05:00,-0.02,0.01,0,-1.0
2020-03-23 21:35:00,-0.02,0.01,0,-1.0
2020-03-24 00:05:00,-0.02,0.01,1,-1.0
2020-03-24 00:25:00,-0.02,0.01,1,-1.0
2020-03-24 08:20:00,-0.02,0.01,1,-1.0
2020-03-24 08:30:00,-0.009960719779348537,0.01,1,-1.0
2020-03-25 09:15:00,0.015087711466192918,0.01,1,-1.0
2020-03-25 09:40:00,0.04221816389909794,0.01,1,-1.0
2020-03-26 00:15:00,0.05626920781536904,0.01,1,-1.0
2020-03-26 00:30:00,0.0673361319943988,0.01,1,-1.0
2020-03-26 08:05:00,0.08156770127378743,0.01,1,1.0
2020-03-26 13:35:00,0.09515952398570726,0.01,1,1.0
2020-03-26 20:20:00,0.07225177798067439,0.01,0,-1.0
2020-03-26 21:00:00,0.08263696982719804,0.01,1,-1.0
2020-03-27 00:05:00,0.10397335741852509,0.01,1,-1.0
2020-03-27 00:30:00,0.11960247467807661,0.01,1,-1.0
2020-03-27 23:55:00,0.09470276386948828,0.01,0,1.0
2020-03-28 00:00:00,0.10655635564577859,0.01,1,1.0
2020-03-28 00:05:00,0.0739822925463759,0.01,0,1.0
2020-03-28 17:55:00,0.08709094717921195,0.01,1,1.0
2020-03-28 18:00:00,0.10092436951384143,0.01,1,1.0
2020-03-29 08:45:00,0.0723115474807593,0.01,0,1.0
2020-03-29 19:40:00,0.08585020558021006,0.01,1,1.0
2020-03-30 05:10:00,0.058158690939224766,0.01,0,-1.0
2020-03-30 05:45:00,0.034228004591989936,0.01,0,-1.0
2020-04-01 00:25:00,0.04528422178055613,0.01,1,1.0
2020-04-01 00:30:00,0.05577840349142271,0.01,1,1.0
2020-04-01 21:00:00,0.023948579324001407,0.01,0,-1.0
2020-04-01 22:30:00,0.0033792424766523332,0.01,0,-1.0
2020-04-01 22:35:00,-0.01729106390751478,0.01,0,-1.0
2020-04-02 17:05:00,0.008511153632467128,0.01,1,-1.0
2020-04-03 07:40:00,0.02097137065972543,0.01,1,-1.0
2020-04-03 08:05:00,0.03537188779725153,0.01,1,-1.0
2020-04-03 15:35:00,0.04596082544715685,0.01,1,1.0
2020-04-03 15:45:00,0.05625448072295369,0.01,1,1.0
2020-04-04 20:30:00,0.05426747100243601,0.01,0,-1.0
2020-04-04 21:15:00,0.06560919905487239,0.01,1,-1.0
2020-04-05 17:15:00,0.07810167054367234,0.01,1,1.0
2020-04-05 17:25:00,0.09023938920055596,0.01,1,1.0
2020-04-06 00:30:00,0.06658057153943331,0.01,0,-1.0
2020-04-07 15:15:00,0.04246272342951429,0.01,0,1.0
2020-04-07 20:10:00,0.05308741434823405,0.01,1,1.0
2020-04-09 04:20:00,0.06349385131955598,0.01,1,1.0
2020-04-10 03:50:00,0.03779646540967352,0.01,0,1.0
2020-04-10 04:00:00,0.01700800535537017,0.01,0,1.0
2020-04-10 05:20:00,-0.0056634664955354,0.01,0,1.0
2020-04-13 00:25:00,0.00902758214138399,0.01,1,1.0
2020-04-13 00:30:00,0.028408940007421776,0.01,1,1.0
2020-04-13 21:50:00,0.00761097431337476,0.01,0,-1.0
2020-04-16 07:20:00,-0.01771228558546745,0.01,0,-1.0
2020-04-16 22:10:00,-0.013674537600445683,0.01,0,-1.0
2020-04-20 11:55:00,-0.00341264326250346,0.01,1,1.0
2020-04-20 17:45:00,-0.009218958776321066,0.01,0,1.0
2020-04-23 14:20:00,0.00422429890058151,0.01,1,-1.0
2020-04-23 14:25:00,0.017234215192324924,0.01,1,-1.0
2020-04-24 09:35:00,0.02765661635679672,0.01,1,-1.0
2020-04-24 14:30:00,0.03966895088178767,0.01,1,1.0
2020-04-25 01:40:00,0.050411882249437816,0.01,1,1.0
2020-04-25 11:30:00,0.0355403526213166,0.01,0,-1.0
2020-04-27 00:35:00,0.03417792483451775,0.01,0,-1.0
2020-04-29 02:05:00,0.013089350295876205,0.01,0,-1.0
2020-04-29 03:05:00,-0.0076638087182617845,0.01,0,-1.0
2020-04-29 16:50:00,-0.02,0.01,0,-1.0
2020-04-29 17:45:00,-0.01788792124011141,0.01,1,-1.0
2020-04-30 03:30:00,-0.02,0.01,0,-1.0
2020-04-30 03:35:00,-0.02,0.01,0,-1.0
2020-04-30 03:55:00,-0.02,0.01,1,-1.0
2020-04-30 09:20:00,-0.02,0.01,0,1.0
2020-04-30 10:00:00,-0.02,0.01,1,1.0
2020-04-30 16:45:00,-0.02,0.01,0,1.0
2020-04-30 17:35:00,-0.02,0.01,1,1.0
2020-04-30 17:40:00,-0.02,0.01,1,1.0
2020-04-30 17:50:00,-0.02,0.01,1,1.0
2020-04-30 19:30:00,-0.02,0.01,1,-1.0
2020-05-01 11:30:00,-0.019355944486350585,0.01,1,-1.0
2020-05-01 11:40:00,-0.005384950887431406,0.01,1,-1.0
2020-05-03 00:40:00,0.015710869401884483,0.01,1,-1.0
2020-05-03 00:50:00,0.03401365896786335,0.01,1,-1.0
2020-05-03 06:15:00,0.044527429121856144,0.01,1,1.0
2020-05-03 12:30:00,0.02181615835803552,0.01,0,1.0
2020-05-03 12:40:00,-0.0006903529877623216,0.01,0,1.0
