,ret,trgt,bin,side
2017-11-04 03:30:00.000,,0.02569616235656388,0,
2017-11-05 00:40:00.000,-0.008019166139819456,0.019284435554669487,0,-1.0
2017-11-06 00:25:00.000,0.01981050818260055,0.021602305091762954,0,-1.0
2017-11-06 19:30:00.000,,0.02012229546545698,0,
2017-11-07 14:40:00.000,,0.02487662094066126,0,
2017-11-08 08:20:00.000,-0.05958269913749359,0.0249217250484789,0,-1.0
2017-11-08 18:25:00.000,,0.036763853532534634,0,
2017-11-08 22:50:00.000,-0.04394291821210783,0.035395710703877405,0,-1.0
2017-11-09 11:25:00.000,0.03933464448814972,0.034298274784974735,1,-1.0
2017-11-10 01:20:00.000,0.06050201673389122,0.03276742618301986,1,-1.0
2017-11-10 12:55:00.000,-0.04119790334952622,0.037575813680726516,0,-1.0
2017-11-10 19:50:00.000,-0.058201227307593584,0.04283751194789902,0,-1.0
2017-11-11 10:20:00.000,,0.044069137766548555,0,
2017-11-11 22:50:00.000,,0.0446562015396758,0,
2017-11-12 06:40:00.000,,0.044213629801437976,0,
2017-11-12 11:25:00.000,,0.043576620856283194,0,
2017-11-12 19:40:00.000,0.013328169877690366,0.04186469991343289,0,1.0
2017-11-13 02:55:00.000,-0.05218490429758038,0.040237679266703165,0,-1.0
2017-11-13 13:10:00.000,,0.040346752080682294,0,
2017-11-14 01:10:00.000,,0.03888636069009967,0,
2017-11-14 08:25:00.000,,0.03913150720337981,0,
2017-11-14 14:20:00.000,-0.017282461167244967,0.03847750945342613,0,-1.0
2017-11-15 00:40:00.000,0.019429617202989746,0.039527431895440425,0,-1.0
2017-11-15 16:50:00.000,,0.037222433931123684,0,
2017-11-16 05:20:00.000,,0.03721733871722273,0,
2017-11-17 00:35:00.000,,0.03647340163275322,0,
2017-11-17 07:20:00.000,,0.03556765070827875,0,
2017-11-17 14:20:00.000,,0.034559108325563165,0,
2017-11-18 08:55:00.000,,0.03269961479709858,0,
2017-11-18 18:15:00.000,,0.03181375234388864,0,
2017-11-19 03:40:00.000,,0.03176170191230984,0,
2017-11-19 08:10:00.000,0.018952436941855,0.03619947712125988,0,-1.0
2017-11-19 14:45:00.000,-0.014239943040228242,0.038889427515255454,0,-1.0
2017-11-19 22:45:00.000,-0.04047919632544539,0.03896283439276201,0,-1.0
2017-11-20 19:10:00.000,,0.03738614360567509,0,
2017-11-21 02:40:00.000,,0.0367256182704151,0,
2017-11-21 04:15:00.000,,0.03606802797435724,0,
2017-11-21 07:35:00.000,,0.03531237697063818,0,
2017-11-21 13:15:00.000,,0.0345300128997637,0,
2017-11-22 04:15:00.000,,0.034266279520131636,0,
2017-11-22 12:00:00.000,,0.03350044947705086,0,
2017-11-22 17:45:00.000,,0.033345123676571886,0,
2017-11-23 00:50:00.000,,0.03307062060453886,0,
2017-11-23 06:05:00.000,,0.03282262043949712,0,
2017-11-23 10:15:00.000,,0.035112128456012866,0,
2017-11-23 14:25:00.000,-0.0893269884432355,0.03774539612722557,0,-1.0
2017-11-23 17:45:00.000,,0.04415911738929296,0,
2017-11-23 23:45:00.000,-0.09231930050376214,0.04716739829359503,0,-1.0
2017-11-24 09:20:00.000,,0.045667498633735766,0,
2017-11-24 12:45:00.000,,0.04519155604221092,0,
2017-11-24 14:15:00.000,,0.046695682368871165,0,
2017-11-24 16:20:00.000,-0.03610772422939479,0.04847703643341174,0,-1.0
2017-11-24 19:50:00.000,0.0038790269559501045,0.04850638210667259,0,-1.0
2017-11-25 00:40:00.000,0.0406304190354938,0.05264610612098834,0,-1.0
2017-11-25 03:25:00.000,0.020699343679346338,0.054317561155932004,0,-1.0
